ID,Nome,Matricula,Turma,Curso,Semestre,Age,GPA,Attendance_Rate,Study_Hours_per_Day,Travel_Time_Minutes,Stress_Index,Gender_Male,Dropout,Nivel_Risco,Probabilidade_Risco,Recomendacoes
198,,,,,,21,0.51,78.2,4.5,50.8,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
199,,,,,,21,2.63,89.4,2.78,34.8,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
200,,,,,,18,1.1,89.2,2.88,23.8,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
201,,,,,,21,1.81,80.6,4.68,34.0,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
202,,,,,,22,2.0,80.7,5.68,52.0,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
203,,,,,,23,2.12,73.7,5.02,31.1,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
204,,,,,,23,3.14,85.2,4.76,48.4,8,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
205,,,,,,18,2.38,70.9,4.44,16.2,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
206,,,,,,18,2.2,88.7,5.13,19.8,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
207,,,,,,22,4.0,85.3,6.19,5.0,2,0,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
208,,,,,,22,1.84,79.9,3.25,53.7,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
209,,,,,,22,1.59,85.5,3.29,9.6,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
210,,,,,,29,2.72,79.3,4.95,32.1,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
211,,,,,,22,2.86,83.5,1.78,50.9,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
212,,,,,,23,1.51,83.7,3.87,41.7,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
213,,,,,,23,3.78,91.3,4.34,34.5,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
214,,,,,,22,1.57,85.9,3.29,45.4,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
215,,,,,,20,1.74,90.4,1.51,22.0,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
216,,,,,,22,4.0,85.1,5.8,36.2,6,1,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
217,,,,,,19,2.1,81.5,3.22,28.6,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
218,,,,,,20,3.29,86.1,3.28,28.4,1,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
219,,,,,,19,1.88,84.8,5.73,32.3,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
220,,,,,,21,1.87,79.1,0.5,44.1,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos
221,,,,,,26,2.38,70.7,5.96,48.8,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
222,,,,,,17,3.04,77.8,6.89,26.8,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
223,,,,,,22,2.3,77.8,2.84,16.9,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
224,,,,,,17,2.88,86.4,3.36,20.2,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
225,,,,,,20,3.35,81.5,4.63,53.4,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
226,,,,,,23,2.13,75.5,4.33,47.8,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
227,,,,,,21,4.0,80.7,5.28,16.9,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
228,,,,,,18,3.76,79.4,4.65,49.9,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
229,,,,,,19,4.0,74.6,5.08,21.5,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
230,,,,,,22,3.63,93.7,8.47,38.0,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
231,,,,,,19,2.63,80.5,1.93,21.5,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
232,,,,,,21,2.5,75.7,5.75,56.0,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
233,,,,,,21,2.88,68.7,5.92,23.2,2,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
234,,,,,,19,0.86,82.7,2.57,17.4,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
235,,,,,,25,2.4,86.1,2.96,24.5,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
236,,,,,,22,4.0,76.8,4.65,61.5,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
237,,,,,,17,1.84,83.1,2.38,33.1,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
238,,,,,,21,1.77,73.3,3.2,17.7,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
239,,,,,,19,2.82,80.2,4.31,20.5,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
240,,,,,,22,3.78,90.7,3.11,9.0,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
241,,,,,,19,1.5,80.1,3.7,36.5,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
242,,,,,,20,0.85,76.8,2.87,15.0,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
243,,,,,,22,0.0,92.7,2.77,43.3,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
244,,,,,,22,3.18,83.6,4.61,39.5,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
245,,,,,,18,1.96,78.0,3.87,28.8,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
246,,,,,,20,0.0,75.1,4.16,44.8,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
247,,,,,,20,1.41,72.8,4.92,41.1,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
248,,,,,,19,2.17,85.4,4.24,31.9,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
249,,,,,,24,1.51,88.1,3.56,20.8,9,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
250,,,,,,21,3.45,82.0,2.86,35.0,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
251,,,,,,18,2.7,80.4,4.58,34.9,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
252,,,,,,23,3.04,71.7,4.0,35.9,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
253,,,,,,25,2.1,70.7,5.14,30.9,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
254,,,,,,23,0.0,82.6,2.04,33.9,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
255,,,,,,17,0.0,82.1,1.37,33.6,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos
256,,,,,,19,1.93,85.3,3.04,46.3,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
257,,,,,,23,2.62,85.8,2.0,14.7,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
258,,,,,,19,0.22,78.7,2.33,18.0,9,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
259,,,,,,22,1.38,96.8,0.91,30.9,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
260,,,,,,22,1.86,73.3,4.0,20.9,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
261,,,,,,19,4.0,78.2,2.49,32.5,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
262,,,,,,20,3.49,88.9,2.48,16.6,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
263,,,,,,17,1.94,76.9,3.14,18.5,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
264,,,,,,18,2.26,82.9,4.0,54.7,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
265,,,,,,20,2.13,77.7,3.66,27.2,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
266,,,,,,18,3.48,78.9,2.18,15.9,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
267,,,,,,24,1.82,71.6,5.28,28.6,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
268,,,,,,17,3.44,88.1,4.36,42.4,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
269,,,,,,20,3.8,88.3,4.54,44.5,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
270,,,,,,21,1.7,88.2,3.43,12.5,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
271,,,,,,24,4.0,78.6,5.4,20.8,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
272,,,,,,17,0.0,84.7,4.64,32.7,10,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
273,,,,,,23,1.02,98.0,4.25,29.6,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
274,,,,,,21,4.0,84.3,5.3,10.8,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
275,,,,,,18,1.06,72.8,1.83,12.7,2,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos
276,,,,,,22,0.86,75.2,4.25,17.2,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
277,,,,,,21,2.14,74.8,3.13,8.7,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
278,,,,,,19,3.03,92.6,3.06,24.5,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
279,,,,,,21,2.04,85.2,5.04,44.3,8,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
280,,,,,,20,3.82,69.4,5.78,22.0,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
281,,,,,,21,3.74,92.4,5.65,43.0,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
282,,,,,,22,3.47,86.5,4.01,30.4,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
283,,,,,,24,2.14,83.4,3.58,27.8,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
284,,,,,,18,2.88,94.1,5.61,10.0,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
285,,,,,,25,3.13,80.2,2.72,44.0,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
286,,,,,,17,1.64,92.9,6.21,31.4,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
287,,,,,,20,0.96,64.3,3.5,10.8,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
288,,,,,,22,2.53,76.1,3.94,34.6,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
289,,,,,,21,2.01,88.3,3.31,22.9,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
290,,,,,,19,2.49,95.4,4.05,30.7,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
291,,,,,,20,1.37,72.3,4.0,32.9,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
292,,,,,,19,1.2,78.7,3.52,44.6,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
293,,,,,,19,1.85,83.3,4.2,16.5,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
294,,,,,,22,4.0,74.5,3.86,36.9,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
295,,,,,,21,1.64,79.9,0.76,45.9,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos
296,,,,,,19,3.15,94.7,7.22,60.2,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
297,,,,,,23,4.0,73.7,6.06,42.6,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
298,,,,,,21,2.02,80.1,2.49,34.3,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
299,,,,,,22,3.19,84.2,3.19,33.3,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
300,,,,,,22,2.0,85.7,3.78,48.6,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
301,,,,,,19,2.29,75.1,4.86,26.6,2,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
302,,,,,,19,1.86,80.6,4.61,39.6,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
303,,,,,,22,1.15,79.7,2.57,56.3,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
304,,,,,,22,2.2,84.4,4.0,28.7,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
305,,,,,,21,1.59,72.6,4.0,5.8,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
306,,,,,,21,3.58,92.2,6.35,19.7,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
307,,,,,,23,2.42,84.1,3.21,33.5,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
308,,,,,,19,2.87,90.5,5.37,20.0,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
309,,,,,,22,3.19,77.4,4.49,25.8,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
310,,,,,,20,1.5,72.2,2.89,26.5,4,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
311,,,,,,20,1.39,74.4,4.76,36.7,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
312,,,,,,23,4.0,87.6,4.0,18.6,5,0,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
313,,,,,,22,0.08,78.5,5.2,23.0,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
314,,,,,,22,3.28,69.0,2.99,46.9,1,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
315,,,,,,23,1.66,83.4,3.89,24.2,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
316,,,,,,21,1.51,79.4,5.05,38.7,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
317,,,,,,22,0.0,79.6,1.62,30.2,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
318,,,,,,20,2.23,68.3,2.5,29.7,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
319,,,,,,21,1.67,69.9,4.05,38.9,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
320,,,,,,20,2.97,77.6,4.23,7.7,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
321,,,,,,21,2.67,74.6,3.88,35.3,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
322,,,,,,22,3.45,62.400000000000006,4.0,36.6,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
323,,,,,,19,3.57,88.7,3.87,40.2,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
324,,,,,,25,2.13,73.5,5.33,25.5,2,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
325,,,,,,18,2.01,74.8,4.42,30.0,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
326,,,,,,18,3.6,77.8,2.55,5.0,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
327,,,,,,23,2.62,74.3,4.21,22.0,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
328,,,,,,22,2.23,80.3,3.9,32.1,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
329,,,,,,22,2.47,90.2,3.13,47.6,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
330,,,,,,22,1.75,79.7,2.03,52.1,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
331,,,,,,21,2.49,84.1,2.47,25.9,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
332,,,,,,19,1.56,63.4,2.9,40.5,4,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
333,,,,,,21,4.0,82.7,5.38,28.2,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
334,,,,,,19,1.65,93.8,4.0,10.6,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
335,,,,,,23,2.05,82.8,5.59,37.3,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
336,,,,,,20,1.36,83.0,2.67,52.0,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
337,,,,,,19,3.09,84.3,3.08,25.4,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
338,,,,,,20,0.49,94.5,3.27,19.1,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
339,,,,,,21,3.99,92.8,3.62,30.8,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
340,,,,,,19,2.76,73.8,4.31,28.5,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
341,,,,,,19,3.83,91.6,4.81,61.3,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
342,,,,,,21,2.22,93.0,5.63,42.1,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
343,,,,,,21,2.48,68.3,1.14,31.6,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos
344,,,,,,19,4.0,82.2,6.63,5.0,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
345,,,,,,20,0.05,86.2,2.62,28.3,8,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
346,,,,,,21,1.61,59.6,4.13,52.2,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
347,,,,,,17,2.49,76.6,4.0,31.0,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
348,,,,,,17,3.49,76.3,4.83,39.9,2,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
349,,,,,,19,3.14,76.8,5.46,34.7,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
350,,,,,,20,3.37,90.4,5.32,24.2,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
351,,,,,,21,2.78,81.5,4.54,50.3,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
352,,,,,,24,3.71,85.4,4.98,32.3,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
353,,,,,,22,3.05,82.7,2.39,21.5,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
354,,,,,,20,2.99,100.0,3.08,30.3,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
355,,,,,,21,2.53,90.0,2.73,47.1,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
356,,,,,,18,1.07,81.9,0.92,12.2,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
357,,,,,,21,3.14,79.9,2.78,33.2,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
358,,,,,,20,4.0,76.4,2.65,30.9,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
359,,,,,,21,2.19,74.2,2.79,11.5,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
360,,,,,,19,0.78,72.4,4.87,39.2,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
361,,,,,,22,1.61,89.9,4.0,33.1,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
362,,,,,,24,0.99,74.8,5.1,40.5,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
363,,,,,,20,2.31,87.1,1.96,43.7,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
364,,,,,,21,0.0,78.0,3.15,29.3,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
365,,,,,,22,2.73,76.0,3.49,23.3,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
366,,,,,,20,4.0,79.4,5.54,12.9,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
367,,,,,,21,4.0,96.3,4.08,22.3,2,1,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
368,,,,,,21,2.94,100.0,4.0,30.1,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
369,,,,,,21,1.54,79.1,2.57,18.4,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
370,,,,,,19,3.18,78.3,5.11,37.0,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
371,,,,,,21,2.66,89.6,3.92,19.2,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
372,,,,,,22,2.29,83.2,1.72,8.8,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
373,,,,,,24,1.25,76.8,4.91,23.1,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
374,,,,,,23,2.79,85.9,4.38,32.2,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
375,,,,,,25,1.85,88.1,3.55,14.9,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
376,,,,,,19,3.33,80.1,3.55,19.3,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
377,,,,,,22,0.15,80.3,2.61,22.4,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
378,,,,,,21,2.15,95.7,5.51,24.0,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
379,,,,,,25,1.28,75.4,4.95,33.6,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
380,,,,,,19,1.7,77.7,2.62,37.7,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
381,,,,,,19,3.92,78.3,4.07,24.3,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
382,,,,,,19,3.45,95.6,3.08,17.5,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
383,,,,,,17,1.71,66.2,2.34,31.6,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
384,,,,,,19,2.63,88.6,6.02,36.2,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
385,,,,,,19,0.83,81.8,3.54,49.4,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
