Student_ID,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout,Data_Ingresso
176,22.8,Male,54974.0,No,3.98,84.9,1.0,35.6,No,No,2.9,2.24,2.68,2.68,Year 1,Ciências,Master,0,2023-06-25
177,21.0,Male,25000.0,Yes,3.64,81.9,0.0,35.9,No,No,7.2,2.22,2.25,2.23,Year 2,Administração,Bachelor,0,2023-06-26
178,24.2,Male,35926.0,Yes,2.68,84.0,4.0,37.4,No,No,2.7,1.21,1.66,1.71,Year 2,Administração,High School,0,2023-06-27
179,20.4,Female,25000.0,Yes,3.57,77.6,1.0,45.1,No,No,6.4,2.34,2.05,1.99,Year 4,Administração,Bachelor,0,2023-06-28
180,27.0,Female,53689.0,Yes,4.39,67.3,2.0,50.5,Yes,No,4.1,3.47,3.57,3.54,Year 3,Administração,Bachelor,0,2023-06-29
181,22.4,Male,25000.0,Yes,3.46,67.0,6.0,27.1,No,Yes,7.7,0.02,0.29,0.29,Year 1,Engenharia,Bachelor,1,2023-06-30
182,19.1,Female,47627.0,Yes,2.51,89.3,5.0,20.4,No,No,4.6,2.01,2.09,2.11,Year 3,Ciências,High School,0,2023-07-01
183,18.6,Male,25000.0,Yes,4.15,73.8,1.0,37.9,No,No,2.3,2.55,2.26,2.26,Year 1,Design,Bachelor,0,2023-07-02
184,22.1,Male,55207.0,No,4.39,69.8,2.0,41.2,No,No,5.4,3.18,2.81,2.8,Year 2,Administração,High School,0,2023-07-03
185,20.5,Female,36066.0,Yes,3.52,69.6,3.0,31.6,Yes,Yes,4.0,1.87,1.74,1.77,Year 2,Ciências,Bachelor,0,2023-07-04
186,22.6,Female,25000.0,Yes,3.97,78.2,0.0,27.9,No,Yes,7.0,2.61,2.35,2.32,Year 2,Engenharia,Master,0,2023-07-05
187,22.0,Male,45018.0,Yes,0.71,94.1,1.0,24.0,No,Yes,6.1,1.06,1.43,1.41,Year 3,Design,Master,0,2023-07-06
188,20.8,Male,25000.0,Yes,4.96,80.8,1.0,29.5,Yes,No,4.4,3.54,3.43,3.43,Year 2,Sistemas de Informação,High School,0,2023-07-07
189,19.1,Female,46618.0,Yes,4.37,70.6,2.0,38.3,No,Yes,3.7,4.0,3.93,4.0,Year 2,Design,Bachelor,0,2023-07-08
190,17.7,Female,25224.0,No,5.84,93.9,1.0,22.0,Yes,No,3.5,3.77,3.79,3.73,Year 4,Engenharia,Bachelor,0,2023-07-09
191,20.0,Male,25000.0,Yes,3.72,84.6,1.0,20.4,No,No,4.4,2.45,2.51,2.51,Year 1,Administração,High School,0,2023-07-10
192,22.9,Male,25000.0,Yes,4.95,79.2,1.0,37.2,No,No,8.0,1.96,1.95,2.01,Year 4,Administração,High School,0,2023-07-11
193,21.5,Male,25000.0,No,5.53,85.9,3.0,19.8,No,No,5.2,2.93,2.67,2.67,Year 1,Sistemas de Informação,PhD,0,2023-07-12
194,18.3,Female,67570.0,Yes,4.03,82.1,0.0,31.8,Yes,Yes,7.2,2.08,2.29,2.29,Year 4,Sistemas de Informação,Master,0,2023-07-13
195,21.4,Female,51056.0,Yes,4.45,76.3,1.0,31.2,Yes,No,2.8,2.71,2.94,2.97,Year 3,Ciências,High School,0,2023-07-14
196,21.8,Male,78772.0,Yes,4.19,77.6,2.0,30.0,No,No,2.0,3.06,2.95,2.95,Year 1,Design,High School,0,2023-07-15
197,19.1,Female,80192.0,Yes,1.92,72.1,4.0,22.3,Yes,Yes,3.8,3.19,3.29,3.22,Year 4,Design,Bachelor,0,2023-07-16
198,21.3,Female,25000.0,Yes,4.5,78.2,3.0,50.8,Yes,Yes,6.7,0.51,0.22,0.19,Year 4,Administração,High School,1,2023-07-17
199,21.1,Male,26553.0,No,2.78,89.4,0.0,34.8,No,No,5.0,2.63,3.2,3.24,Year 3,Design,High School,0,2023-07-18
200,18.5,Male,25000.0,Yes,2.88,89.2,0.0,23.8,Yes,No,7.1,1.1,1.4,1.4,Year 1,Design,High School,0,2023-07-19
201,21.8,Female,25000.0,Yes,4.68,80.6,2.0,34.0,No,No,7.8,1.81,2.04,2.15,Year 2,Engenharia,Master,0,2023-07-20
202,22.2,Female,25000.0,Yes,5.68,80.7,3.0,52.0,Yes,No,3.8,2.0,2.07,2.07,Year 1,Ciências,Master,1,2023-07-21
203,23.4,Female,29471.0,Yes,5.02,73.7,1.0,31.1,No,No,7.0,2.12,2.07,2.07,Year 1,Ciências,,0,2023-07-22
204,23.3,Female,25000.0,Yes,4.76,85.2,1.0,48.4,Yes,Yes,8.0,3.14,2.85,2.97,Year 3,Design,Bachelor,0,2023-07-23
205,18.0,Male,29129.0,No,4.44,70.9,4.0,16.2,No,No,7.4,2.38,2.25,2.25,Year 1,Sistemas de Informação,High School,0,2023-07-24
206,18.9,Male,105817.0,No,5.13,88.7,5.0,19.8,No,No,2.6,2.2,2.06,2.11,Year 4,Sistemas de Informação,High School,0,2023-07-25
207,22.1,Female,25000.0,No,6.19,85.3,2.0,5.0,No,Yes,2.2,4.0,3.81,3.82,Year 2,Design,High School,0,2023-07-26
208,22.1,Male,33418.0,Yes,3.25,79.9,2.0,53.7,No,No,4.7,1.84,2.04,2.01,Year 4,Administração,Master,0,2023-07-27
209,22.1,Female,51225.0,Yes,3.29,85.5,0.0,9.6,Yes,No,4.8,1.59,1.56,1.56,Year 1,Design,High School,0,2023-07-28
210,29.5,Female,35178.0,Yes,4.95,79.3,2.0,32.1,Yes,No,7.0,2.72,2.76,2.65,Year 3,Administração,Bachelor,0,2023-07-29
211,22.3,Female,35436.0,Yes,1.78,83.5,1.0,50.9,No,No,3.8,2.86,2.69,2.73,Year 2,Engenharia,Master,0,2023-07-30
212,23.5,Male,25000.0,Yes,3.87,83.7,1.0,41.7,No,No,6.2,1.51,1.37,1.29,Year 2,Engenharia,Master,0,2023-07-31
213,23.1,Female,25871.0,Yes,4.34,91.3,2.0,34.5,No,Yes,3.6,3.78,3.79,3.81,Year 4,Design,Bachelor,0,2023-08-01
214,22.4,Female,25000.0,No,3.29,85.9,2.0,45.4,No,No,6.1,1.57,1.48,1.5,Year 2,Design,Bachelor,1,2023-08-02
215,20.3,Female,49396.0,Yes,1.51,90.4,1.0,22.0,Yes,Yes,4.7,1.74,2.44,2.44,Year 1,Design,High School,1,2023-08-03
216,22.7,Male,25000.0,Yes,5.8,85.1,5.0,36.2,No,Yes,6.1,4.0,4.0,4.0,Year 4,Ciências,Master,0,2023-08-04
217,19.3,Male,53245.0,Yes,3.22,81.5,0.0,28.6,Yes,Yes,4.8,2.1,2.22,2.23,Year 3,Design,Bachelor,0,2023-08-05
218,20.5,Male,25000.0,Yes,3.28,86.1,1.0,28.4,Yes,No,1.5,3.29,3.33,3.33,Year 1,Engenharia,PhD,0,2023-08-06
219,19.9,Male,52974.0,Yes,5.73,84.8,2.0,32.3,Yes,No,6.4,1.88,1.72,1.72,Year 1,Engenharia,Bachelor,0,2023-08-07
220,21.2,Male,25000.0,Yes,0.5,79.1,0.0,44.1,No,No,7.6,1.87,1.27,1.27,Year 1,Administração,High School,0,2023-08-08
221,26.1,Female,25000.0,Yes,5.96,70.7,3.0,48.8,Yes,No,4.0,2.38,1.77,1.77,Year 1,Design,Bachelor,0,2023-08-09
222,17.0,Female,42091.0,No,6.89,77.8,3.0,26.8,Yes,No,7.0,3.04,3.42,3.46,Year 3,Engenharia,High School,0,2023-08-10
223,22.5,Female,51910.0,Yes,2.84,77.8,0.0,16.9,Yes,No,4.4,2.3,2.39,2.43,Year 4,Sistemas de Informação,Bachelor,0,2023-08-11
224,17.5,Female,25000.0,Yes,3.36,86.4,1.0,20.2,Yes,Yes,3.1,2.88,2.8,2.8,Year 1,Sistemas de Informação,High School,0,2023-08-12
225,20.0,Male,45815.0,Yes,4.63,81.5,2.0,53.4,No,Yes,4.4,3.35,4.0,4.0,Year 1,Design,Bachelor,0,2023-08-13
226,23.4,Female,25000.0,Yes,4.33,75.5,2.0,47.8,No,Yes,5.2,2.13,2.61,2.55,Year 3,Sistemas de Informação,Master,1,2023-08-14
227,21.1,Male,25000.0,Yes,5.28,80.7,1.0,16.9,No,Yes,3.1,4.0,3.6,3.7,Year 4,Administração,Bachelor,0,2023-08-15
228,18.6,Male,64566.0,Yes,4.65,79.4,1.0,49.9,No,Yes,7.9,3.76,3.78,3.86,Year 4,Ciências,Bachelor,0,2023-08-16
229,19.4,Male,25999.0,Yes,5.08,74.6,0.0,21.5,No,No,2.7,4.0,3.81,3.86,Year 2,Administração,High School,0,2023-08-17
230,22.5,Female,25000.0,Yes,8.47,93.7,1.0,38.0,Yes,Yes,4.5,3.63,4.0,3.94,Year 4,Sistemas de Informação,Master,0,2023-08-18
231,19.4,Female,25000.0,Yes,1.93,80.5,2.0,21.5,Yes,No,3.8,2.63,2.81,2.81,Year 1,Design,High School,0,2023-08-19
232,21.5,Male,25000.0,Yes,5.75,75.7,3.0,56.0,No,No,7.9,2.5,2.64,2.68,Year 2,Administração,High School,0,2023-08-20
233,21.1,Female,26915.0,Yes,5.92,68.7,0.0,23.2,No,No,2.8,2.88,3.07,3.07,Year 4,Engenharia,Master,0,2023-08-21
234,19.6,Male,25000.0,Yes,2.57,82.7,0.0,17.4,No,No,7.0,0.86,0.8,0.78,Year 2,Engenharia,Master,0,2023-08-22
235,25.7,Male,33102.0,Yes,2.96,86.1,4.0,24.5,Yes,No,5.9,2.4,2.01,1.98,Year 3,Engenharia,Bachelor,0,2023-08-23
236,22.4,Female,28519.0,Yes,4.65,76.8,2.0,61.5,No,No,3.3,4.0,4.0,4.0,Year 1,Sistemas de Informação,Master,0,2023-08-24
237,17.0,Female,67228.0,Yes,2.38,83.1,0.0,33.1,Yes,No,4.9,1.84,2.04,2.09,Year 3,Administração,Master,1,2023-08-25
238,21.4,Female,38358.0,Yes,3.2,73.3,2.0,17.7,Yes,No,5.2,1.77,1.79,1.83,Year 2,Administração,Bachelor,1,2023-08-26
239,19.5,Female,39128.0,No,4.31,80.2,0.0,20.5,No,No,6.6,2.82,2.65,2.65,Year 3,Administração,Bachelor,0,2023-08-27
240,22.9,Female,59820.0,Yes,3.11,90.7,1.0,9.0,Yes,No,4.3,3.78,3.77,3.71,Year 2,Sistemas de Informação,Bachelor,0,2023-08-28
241,19.3,Female,25000.0,Yes,3.7,80.1,4.0,36.5,Yes,No,6.6,1.5,0.93,0.91,Year 3,Ciências,PhD,1,2023-08-29
242,20.7,Female,25000.0,Yes,2.87,76.8,1.0,15.0,Yes,No,5.6,0.85,0.94,0.88,Year 3,Engenharia,Bachelor,0,2023-08-30
243,22.1,Female,61340.0,Yes,2.77,92.7,1.0,43.3,Yes,No,6.3,0.0,0.23,0.27,Year 2,Design,High School,1,2023-08-31
244,22.9,Female,32257.0,Yes,4.61,83.6,0.0,39.5,Yes,Yes,3.9,3.18,3.11,3.07,Year 3,Engenharia,Master,0,2023-09-01
245,18.4,Female,32325.0,No,3.87,78.0,0.0,28.8,Yes,No,5.1,1.96,1.62,1.62,Year 4,Engenharia,PhD,0,2023-09-02
246,20.3,Male,25000.0,Yes,4.16,75.1,1.0,44.8,No,No,5.7,0.0,0.15,0.08,Year 4,Engenharia,PhD,0,2023-09-03
247,20.0,Female,25000.0,No,4.92,72.8,1.0,41.1,No,No,5.6,1.41,1.35,1.36,Year 3,Design,Master,1,2023-09-04
248,19.6,Male,49416.0,Yes,4.24,85.4,4.0,31.9,No,Yes,5.4,2.17,2.0,2.0,Year 2,Sistemas de Informação,High School,1,2023-09-05
249,24.9,Male,53680.0,Yes,3.56,88.1,3.0,20.8,No,No,9.3,1.51,1.54,1.54,Year 1,Design,,1,2023-09-06
250,21.9,Female,47586.0,No,2.86,82.0,0.0,35.0,Yes,No,6.5,3.45,3.48,3.48,Year 1,Design,Master,0,2023-09-07
251,18.2,Male,47848.0,Yes,4.58,80.4,2.0,34.9,Yes,No,6.8,2.7,2.88,2.82,Year 4,Design,High School,0,2023-09-08
252,23.0,Male,,Yes,,71.7,1.0,35.9,No,No,,3.04,2.99,3.07,Year 3,Sistemas de Informação,High School,0,2023-09-09
253,25.7,Female,32174.0,No,5.14,70.7,1.0,30.9,No,No,6.5,2.1,2.07,2.17,Year 4,Administração,Bachelor,1,2023-09-10
254,23.3,Male,26763.0,No,2.04,82.6,1.0,33.9,Yes,No,5.9,0.0,0.34,0.44,Year 2,Ciências,,1,2023-09-11
255,17.7,Male,61463.0,Yes,1.37,82.1,3.0,33.6,No,No,8.8,0.0,0.0,0.02,Year 4,Design,Bachelor,1,2023-09-12
256,19.9,Female,25000.0,Yes,3.04,85.3,2.0,46.3,No,No,5.4,1.93,1.88,1.85,Year 3,Engenharia,Master,0,2023-09-13
257,23.8,Male,37123.0,Yes,2.0,85.8,3.0,14.7,Yes,No,7.0,2.62,2.45,2.43,Year 4,Sistemas de Informação,Master,0,2023-09-14
258,19.4,Male,25000.0,Yes,2.33,78.7,0.0,18.0,No,Yes,9.3,0.22,0.38,0.41,Year 2,Ciências,Master,1,2023-09-15
259,22.0,Male,25000.0,Yes,0.91,96.8,2.0,30.9,Yes,No,6.7,1.38,1.65,1.58,Year 2,Design,Master,0,2023-09-16
260,22.7,Female,,No,,73.3,2.0,20.9,No,Yes,,1.86,1.74,1.74,Year 1,Ciências,High School,0,2023-09-17
261,19.0,Female,25000.0,Yes,2.49,78.2,1.0,32.5,Yes,No,4.2,4.0,3.9,3.9,Year 1,Administração,Bachelor,0,2023-09-18
262,20.9,Female,47988.0,Yes,2.48,88.9,2.0,16.6,Yes,No,4.6,3.49,3.71,3.74,Year 3,Engenharia,Bachelor,0,2023-09-19
263,17.0,Male,25000.0,Yes,3.14,76.9,3.0,18.5,No,No,6.2,1.94,1.81,1.74,Year 3,Design,High School,1,2023-09-20
264,18.7,Female,,Yes,,82.9,1.0,54.7,Yes,Yes,,2.26,2.48,2.44,Year 2,Sistemas de Informação,Bachelor,1,2023-09-21
265,20.4,Female,32193.0,Yes,3.66,77.7,2.0,27.2,Yes,No,6.6,2.13,2.29,2.29,Year 1,Administração,High School,0,2023-09-22
266,18.3,Male,25000.0,Yes,2.18,78.9,1.0,15.9,No,Yes,4.8,3.48,3.93,3.96,Year 2,Design,PhD,0,2023-09-23
267,24.6,Female,25000.0,Yes,5.28,71.6,3.0,28.6,Yes,No,5.0,1.82,2.46,2.39,Year 3,Engenharia,Master,0,2023-09-24
268,17.9,Female,34663.0,Yes,4.36,88.1,3.0,42.4,No,No,5.2,3.44,3.05,3.18,Year 3,Ciências,Bachelor,0,2023-09-25
269,20.0,Female,38455.0,Yes,4.54,88.3,0.0,44.5,No,No,3.1,3.8,4.0,4.0,Year 3,Administração,High School,0,2023-09-26
270,21.3,Male,26302.0,Yes,3.43,88.2,2.0,12.5,No,No,4.7,1.7,1.57,1.55,Year 2,Engenharia,Bachelor,0,2023-09-27
271,24.2,Male,44629.0,Yes,5.4,78.6,2.0,20.8,No,Yes,4.6,4.0,3.98,3.93,Year 2,Design,High School,0,2023-09-28
272,17.8,Male,27845.0,Yes,4.64,84.7,2.0,32.7,No,No,10.0,0.0,0.09,0.22,Year 2,Administração,Bachelor,1,2023-09-29
273,23.6,Male,29977.0,Yes,4.25,98.0,0.0,29.6,Yes,No,7.2,1.02,1.13,1.19,Year 3,Engenharia,High School,1,2023-09-30
274,21.0,Female,34579.0,Yes,5.3,84.3,3.0,10.8,No,No,3.6,4.0,3.74,3.71,Year 4,Ciências,Master,0,2023-10-01
275,18.8,Male,51855.0,Yes,1.83,72.8,2.0,12.7,Yes,No,2.7,1.06,1.02,1.02,Year 1,Engenharia,Bachelor,0,2023-10-02
276,22.0,Female,25000.0,Yes,4.25,75.2,1.0,17.2,Yes,No,3.1,0.86,1.08,1.13,Year 4,Administração,Bachelor,1,2023-10-03
277,21.4,Male,25000.0,No,3.13,74.8,0.0,8.7,Yes,Yes,8.0,2.14,2.67,2.67,Year 3,Administração,Bachelor,0,2023-10-04
278,19.7,Male,25000.0,Yes,3.06,92.6,3.0,24.5,Yes,No,3.1,3.03,3.01,3.04,Year 3,Sistemas de Informação,High School,0,2023-10-05
279,21.2,Female,25000.0,Yes,5.04,85.2,1.0,44.3,Yes,No,8.4,2.04,2.08,2.05,Year 3,Administração,,0,2023-10-06
280,20.2,Male,69964.0,Yes,5.78,69.4,1.0,22.0,No,Yes,5.9,3.82,3.98,3.94,Year 4,Engenharia,High School,0,2023-10-07
281,21.2,Female,41925.0,Yes,5.65,92.4,1.0,43.0,Yes,No,5.1,3.74,3.41,3.42,Year 2,Engenharia,Master,0,2023-10-08
282,22.5,Male,25000.0,Yes,4.01,86.5,0.0,30.4,Yes,No,3.4,3.47,3.89,3.96,Year 2,Sistemas de Informação,Bachelor,0,2023-10-09
283,24.5,Male,25000.0,Yes,3.58,83.4,1.0,27.8,No,Yes,7.8,2.14,2.08,2.11,Year 3,Design,High School,0,2023-10-10
284,18.3,Female,37185.0,Yes,5.61,94.1,0.0,10.0,No,No,6.5,2.88,3.3,3.27,Year 3,Engenharia,Bachelor,0,2023-10-11
285,25.7,Female,25000.0,Yes,2.72,80.2,2.0,44.0,No,No,7.1,3.13,2.63,2.6,Year 3,Sistemas de Informação,PhD,0,2023-10-12
286,17.0,Male,25000.0,Yes,6.21,92.9,1.0,31.4,No,No,5.0,1.64,1.88,1.85,Year 3,Design,High School,1,2023-10-13
287,20.7,Male,66634.0,Yes,3.5,64.3,1.0,10.8,Yes,Yes,6.7,0.96,0.32,0.28,Year 4,Ciências,High School,0,2023-10-14
288,22.3,Female,25000.0,Yes,3.94,76.1,0.0,34.6,No,Yes,8.2,2.53,2.35,2.32,Year 3,Design,Bachelor,0,2023-10-15
289,21.6,Female,52723.0,Yes,3.31,88.3,1.0,22.9,Yes,No,6.6,2.01,1.88,1.89,Year 2,Administração,Master,0,2023-10-16
290,19.6,Female,63145.0,Yes,4.05,95.4,1.0,30.7,No,Yes,3.6,2.49,2.29,2.25,Year 3,Administração,High School,0,2023-10-17
291,20.5,Male,,Yes,,72.3,3.0,32.9,No,Yes,,1.37,1.31,1.31,Year 1,Administração,Master,0,2023-10-18
292,19.9,Female,25000.0,No,3.52,78.7,2.0,44.6,No,No,6.9,1.2,1.21,1.19,Year 4,Sistemas de Informação,Bachelor,1,2023-10-19
293,19.7,Male,25193.0,Yes,4.2,83.3,1.0,16.5,No,No,8.5,1.85,1.99,1.95,Year 4,Design,High School,0,2023-10-20
294,22.9,Male,25000.0,Yes,3.86,74.5,2.0,36.9,No,No,6.6,4.0,3.74,3.74,Year 1,Ciências,,0,2023-10-21
295,21.8,Female,31972.0,Yes,0.76,79.9,3.0,45.9,No,Yes,7.5,1.64,1.85,1.85,Year 1,Design,Bachelor,0,2023-10-22
296,19.5,Male,26281.0,Yes,7.22,94.7,3.0,60.2,No,Yes,6.6,3.15,3.14,3.07,Year 4,Administração,Master,0,2023-10-23
297,23.0,Male,36914.0,Yes,6.06,73.7,1.0,42.6,Yes,Yes,3.1,4.0,4.0,4.0,Year 1,Engenharia,High School,0,2023-10-24
298,21.7,Male,68745.0,Yes,2.49,80.1,4.0,34.3,No,No,7.0,2.02,2.33,2.32,Year 4,Design,High School,1,2023-10-25
299,22.8,Male,48557.0,Yes,3.19,84.2,4.0,33.3,Yes,No,5.7,3.19,3.7,3.66,Year 2,Sistemas de Informação,High School,0,2023-10-26
300,22.4,Female,39877.0,Yes,3.78,85.7,4.0,48.6,No,Yes,9.1,2.0,2.04,2.04,Year 1,Administração,Master,0,2023-10-27
301,19.2,Female,25000.0,Yes,4.86,75.1,3.0,26.6,No,Yes,2.9,2.29,2.5,2.49,Year 2,Ciências,High School,0,2023-10-28
302,19.8,Male,38794.0,Yes,4.61,80.6,0.0,39.6,Yes,No,3.5,1.86,2.17,2.18,Year 2,Ciências,High School,0,2023-10-29
303,22.6,Male,83581.0,No,2.57,79.7,2.0,56.3,No,No,6.8,1.15,1.14,1.14,Year 1,Sistemas de Informação,Bachelor,0,2023-10-30
304,22.3,Female,,Yes,,84.4,0.0,28.7,No,No,,2.2,2.31,2.32,Year 4,Engenharia,PhD,0,2023-10-31
305,21.0,Female,,No,,72.6,4.0,5.8,No,Yes,,1.59,1.52,1.46,Year 3,Engenharia,Bachelor,0,2023-11-01
306,21.3,Male,27021.0,Yes,6.35,92.2,0.0,19.7,Yes,No,5.3,3.58,4.0,3.93,Year 3,Design,Bachelor,0,2023-11-02
307,23.8,Female,25000.0,Yes,3.21,84.1,0.0,33.5,No,No,5.9,2.42,2.43,2.44,Year 2,Design,High School,0,2023-11-03
308,19.7,Female,48083.0,Yes,5.37,90.5,4.0,20.0,No,No,4.6,2.87,3.07,3.09,Year 2,Design,High School,0,2023-11-04
309,22.2,Male,82936.0,Yes,4.49,77.4,2.0,25.8,No,No,7.3,3.19,3.32,3.39,Year 2,Sistemas de Informação,Master,0,2023-11-05
310,20.6,Male,47341.0,No,2.89,72.2,7.0,26.5,No,Yes,4.6,1.5,1.32,1.32,Year 1,Engenharia,Master,1,2023-11-06
311,20.5,Male,25000.0,Yes,4.76,74.4,2.0,36.7,No,No,6.8,1.39,0.96,1.0,Year 4,Design,High School,0,2023-11-07
312,23.4,Female,,Yes,,87.6,1.0,18.6,Yes,No,,4.0,3.97,4.0,Year 2,Design,High School,0,2023-11-08
313,22.8,Male,32428.0,Yes,5.2,78.5,0.0,23.0,No,Yes,8.6,0.08,0.0,0.0,Year 4,Engenharia,High School,1,2023-11-09
314,22.8,Female,50207.0,Yes,2.99,69.0,2.0,46.9,No,No,1.7,3.28,3.17,3.17,Year 1,Sistemas de Informação,Bachelor,0,2023-11-10
315,23.9,Male,25000.0,Yes,3.89,83.4,2.0,24.2,No,No,3.6,1.66,2.03,2.05,Year 3,Engenharia,High School,0,2023-11-11
316,21.0,Female,25000.0,Yes,5.05,79.4,4.0,38.7,No,Yes,9.6,1.51,1.76,1.84,Year 3,Engenharia,Bachelor,0,2023-11-12
317,22.5,Male,161652.0,No,1.62,79.6,4.0,30.2,No,No,5.7,0.0,0.12,0.12,Year 1,Administração,High School,1,2023-11-13
318,20.3,Female,56794.0,Yes,2.5,68.3,2.0,29.7,No,No,4.3,2.23,2.18,2.09,Year 2,Design,High School,0,2023-11-14
319,21.7,Female,59283.0,Yes,4.05,69.9,2.0,38.9,Yes,No,3.2,1.67,1.51,1.57,Year 4,Engenharia,,0,2023-11-15
320,20.7,Male,25000.0,Yes,4.23,77.6,0.0,7.7,Yes,No,4.7,2.97,2.57,2.53,Year 3,Design,Bachelor,0,2023-11-16
321,21.2,Male,25000.0,Yes,3.88,74.6,2.0,35.3,No,Yes,6.0,2.67,2.7,2.7,Year 1,Engenharia,PhD,0,2023-11-17
322,22.3,Male,,Yes,,62.400000000000006,1.0,36.6,Yes,Yes,,3.45,3.56,3.61,Year 4,Engenharia,Bachelor,0,2023-11-18
323,19.2,Female,25000.0,Yes,3.87,88.7,1.0,40.2,Yes,No,6.1,3.57,3.46,3.42,Year 2,Ciências,Bachelor,0,2023-11-19
324,25.6,Female,77671.0,Yes,5.33,73.5,2.0,25.5,No,No,2.3,2.13,1.94,1.92,Year 3,Sistemas de Informação,Master,0,2023-11-20
325,18.8,Male,69299.0,Yes,4.42,74.8,1.0,30.0,No,Yes,5.8,2.01,2.61,2.67,Year 4,Engenharia,High School,0,2023-11-21
326,18.3,Male,25000.0,Yes,2.55,77.8,2.0,5.0,No,No,6.1,3.6,3.94,3.95,Year 3,Engenharia,Bachelor,0,2023-11-22
327,23.5,Male,86712.0,Yes,4.21,74.3,3.0,22.0,No,No,6.1,2.62,2.63,2.59,Year 4,Engenharia,,0,2023-11-23
328,22.7,Female,29657.0,Yes,3.9,80.3,2.0,32.1,Yes,Yes,5.6,2.23,2.19,2.1,Year 4,Sistemas de Informação,Bachelor,0,2023-11-24
329,22.4,Female,140594.0,Yes,3.13,90.2,3.0,47.6,Yes,No,3.3,2.47,2.17,2.17,Year 1,Sistemas de Informação,Bachelor,0,2023-11-25
330,22.4,Female,32429.0,Yes,2.03,79.7,4.0,52.1,No,Yes,3.8,1.75,1.35,1.4,Year 2,Administração,High School,0,2023-11-26
331,21.0,Male,42012.0,Yes,2.47,84.1,1.0,25.9,No,No,7.7,2.49,2.89,2.89,Year 1,Sistemas de Informação,High School,0,2023-11-27
332,19.0,Male,68868.0,No,2.9,63.4,5.0,40.5,No,Yes,4.1,1.56,2.17,2.17,Year 1,Design,Bachelor,1,2023-11-28
333,21.2,Female,63996.0,Yes,5.38,82.7,4.0,28.2,Yes,No,4.2,4.0,4.0,4.0,Year 1,Design,Bachelor,0,2023-11-29
334,19.5,Male,,Yes,,93.8,2.0,10.6,No,No,,1.65,1.26,1.31,Year 2,Design,Bachelor,1,2023-11-30
335,23.1,Female,27318.0,Yes,5.59,82.8,4.0,37.3,No,No,3.3,2.05,2.4,2.36,Year 3,Engenharia,Bachelor,0,2023-12-01
336,20.7,Male,40477.0,Yes,2.67,83.0,2.0,52.0,Yes,No,6.6,1.36,1.74,1.75,Year 3,Ciências,Master,0,2023-12-02
337,19.2,Male,25000.0,Yes,3.08,84.3,2.0,25.4,Yes,Yes,3.2,3.09,3.16,3.07,Year 2,Sistemas de Informação,Bachelor,0,2023-12-03
338,20.3,Female,32574.0,Yes,3.27,94.5,3.0,19.1,No,No,7.5,0.49,0.36,0.37,Year 4,Sistemas de Informação,Bachelor,1,2023-12-04
339,21.9,Female,25000.0,Yes,3.62,92.8,1.0,30.8,Yes,No,3.1,3.99,3.57,3.54,Year 3,Engenharia,Bachelor,0,2023-12-05
340,19.8,Female,25000.0,Yes,4.31,73.8,1.0,28.5,No,No,5.0,2.76,2.35,2.3,Year 2,Administração,Master,0,2023-12-06
341,19.2,Male,30646.0,Yes,4.81,91.6,2.0,61.3,Yes,No,6.1,3.83,3.48,3.49,Year 2,Ciências,Bachelor,0,2023-12-07
342,21.5,Male,63409.0,Yes,5.63,93.0,2.0,42.1,Yes,Yes,6.9,2.22,1.89,1.89,Year 3,Design,High School,1,2023-12-08
343,21.5,Female,51817.0,Yes,1.14,68.3,3.0,31.6,Yes,Yes,5.1,2.48,2.43,2.37,Year 2,Engenharia,Bachelor,0,2023-12-09
344,19.9,Female,28307.0,Yes,6.63,82.2,2.0,5.0,Yes,No,4.2,4.0,3.84,3.81,Year 4,Engenharia,Bachelor,0,2023-12-10
345,20.0,Female,84812.0,No,2.62,86.2,3.0,28.3,Yes,Yes,8.1,0.05,0.43,0.35,Year 4,Administração,High School,0,2023-12-11
346,21.5,Male,25000.0,Yes,4.13,59.6,0.0,52.2,No,No,5.8,1.61,2.0,2.02,Year 2,Design,Master,1,2023-12-12
347,17.8,Female,,Yes,,76.6,2.0,31.0,Yes,No,,2.49,2.19,2.19,Year 2,Engenharia,Bachelor,0,2023-12-13
348,17.9,Female,25000.0,Yes,4.83,76.3,0.0,39.9,No,No,2.2,3.49,3.27,3.27,Year 3,Ciências,Bachelor,0,2023-12-14
349,19.4,Female,25000.0,Yes,5.46,76.8,2.0,34.7,No,Yes,5.8,3.14,3.11,3.11,Year 1,Sistemas de Informação,Bachelor,0,2023-12-15
350,20.5,Female,48532.0,Yes,5.32,90.4,0.0,24.2,Yes,No,5.5,3.37,3.05,3.09,Year 3,Engenharia,High School,0,2023-12-16
351,21.7,Male,25000.0,Yes,4.54,81.5,2.0,50.3,Yes,Yes,3.1,2.78,3.22,3.18,Year 4,Engenharia,High School,0,2023-12-17
352,24.2,Female,39206.0,Yes,4.98,85.4,0.0,32.3,No,No,4.1,3.71,3.57,3.6,Year 4,Design,Bachelor,0,2023-12-18
